YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(months),Gender,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.3,14.3,,,13.6,15.0,9081,,,Male,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Gender,Male,GEN,MALE
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.3,14.3,,,13.6,15.1,8588,,,Female,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Gender,Female,GEN,FEMALE
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.1,14.1,,,13.3,14.9,7410,,24 - 35,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Age (months),24 - 35,AGEMO,AGEMO2435
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.7,13.7,,,12.9,14.6,6442,,36 - 47,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Age (months),36 - 47,AGEMO,AGEMO3647
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.7,15.7,,,14.5,16.8,3817,,48 - 59,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Age (months),48 - 59,AGEMO,AGEMO4859
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.5,14.5,,,13.9,15.0,15389,,,,Non-Hispanic White,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.3,13.3,,,11.7,15.0,1567,,,,Non-Hispanic Black,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,12.3,12.3,,,9.4,15.1,506,,,,Hispanic,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Hispanic,RACE,RACEHIS
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,20.4,20.4,,,12.3,28.5,98,,,,American Indian/Alaska Native,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,12.8,12.8,,,6.5,19.2,109,,,,Asian/Pacific Islander,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.7,13.7,,,13.1,14.2,15730,Total,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Total,Total,OVR,OVERALL
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.1,14.1,,,13.3,14.8,7965,,,Male,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Gender,Male,GEN,MALE
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.3,13.3,,,12.5,14.0,7765,,,Female,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Gender,Female,GEN,FEMALE
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.5,13.5,,,12.6,14.3,6270,,24 - 35,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Age (months),24 - 35,AGEMO,AGEMO2435
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.5,13.5,,,12.7,14.4,5760,,36 - 47,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Age (months),36 - 47,AGEMO,AGEMO3647
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.2,14.2,,,13.1,15.3,3700,,48 - 59,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Age (months),48 - 59,AGEMO,AGEMO4859
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.9,13.9,,,13.3,14.5,13556,,,,Non-Hispanic White,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,12.3,12.3,,,10.6,13.9,1485,,,,Non-Hispanic Black,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.1,13.1,,,10.1,16.0,513,,,,Hispanic,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,4.5,4.5,,,0.0,9.7,66,,,,American Indian/Alaska Native,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.6,13.6,,,7.1,20.2,110,,,,Asian/Pacific Islander,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.2,15.2,,,14.3,16.1,5937,,24 - 35,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Age (months),24 - 35,AGEMO,AGEMO2435
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.3,16.3,,,15.3,17.3,5363,,36 - 47,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Age (months),36 - 47,AGEMO,AGEMO3647
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.5,16.5,,,15.3,17.7,3602,,48 - 59,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Age (months),48 - 59,AGEMO,AGEMO4859
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.9,15.9,,,15.1,16.7,7612,,,Male,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Gender,Male,GEN,MALE
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.9,15.9,,,15.1,16.8,7290,,,Female,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Gender,Female,GEN,FEMALE
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.9,15.9,,,15.3,16.5,14902,Total,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Total,Total,OVR,OVERALL
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,8.9,8.9,,,3.6,14.3,112,,,,Asian/Pacific Islander,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.9,15.9,,,15.2,16.5,12711,,,,Non-Hispanic White,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.0,16.0,,,12.9,19.1,537,,,,Hispanic,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Hispanic,RACE,RACEHIS
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.5,16.5,,,14.6,18.4,1475,,,,Non-Hispanic Black,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.9,17.9,,,8.5,27.3,67,,,,American Indian/Alaska Native,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q040,VALUE,54,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.3,14.3,,,13.8,14.8,16941,Total,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Total,Total,OVR,OVERALL
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.7,14.7,,,13.9,15.4,8674,,,Male,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Gender,Male,GEN,MALE
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,13.9,13.9,,,13.2,14.7,8267,,,Female,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Gender,Female,GEN,FEMALE
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,12.1,12.1,,,11.4,12.9,6905,,24 - 35,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),24 - 35,AGEMO,AGEMO2435
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.1,15.1,,,14.2,16.0,5909,,36 - 47,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),36 - 47,AGEMO,AGEMO3647
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.8,16.8,,,15.7,18.0,4127,,48 - 59,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),48 - 59,AGEMO,AGEMO4859
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.3,14.3,,,13.7,14.8,14962,,,,Non-Hispanic White,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,13.8,13.8,,,12.0,15.6,1405,,,,Non-Hispanic Black,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,19.1,19.1,,,15.1,23.0,388,,,,Hispanic,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,13.8,13.8,,,7.4,20.2,116,,,,American Indian/Alaska Native,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2008,2008,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,11.4,11.4,,,3.8,19.1,70,,,,Asian/Pacific Islander,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.4,14.4,,,13.9,14.9,17669,Total,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Total,Total,OVR,OVERALL
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.4,14.4,,,13.7,15.2,9081,,,Male,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Gender,Male,GEN,MALE
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.3,14.3,,,13.6,15.1,8588,,,Female,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Gender,Female,GEN,FEMALE
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,12.4,12.4,,,11.6,13.1,7410,,24 - 35,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),24 - 35,AGEMO,AGEMO2435
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.9,15.9,,,15.0,16.8,6442,,36 - 47,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),36 - 47,AGEMO,AGEMO3647
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.6,15.6,,,14.5,16.8,3817,,48 - 59,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),48 - 59,AGEMO,AGEMO4859
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.3,14.3,,,13.8,14.9,15389,,,,Non-Hispanic White,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.7,14.7,,,12.9,16.4,1567,,,,Non-Hispanic Black,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.0,16.0,,,12.8,19.2,506,,,,Hispanic,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Hispanic,RACE,RACEHIS
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,11.2,11.2,,,4.9,17.6,98,,,,American Indian/Alaska Native,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2010,2010,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.6,15.6,,,8.7,22.5,109,,,,Asian/Pacific Islander,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.1,14.1,,,13.6,14.7,15730,Total,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Total,Total,OVR,OVERALL
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,13.7,13.7,,,12.9,14.4,7965,,,Male,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Gender,Male,GEN,MALE
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.6,14.6,,,13.8,15.4,7765,,,Female,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Gender,Female,GEN,FEMALE
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,11.2,11.2,,,10.4,12.0,6270,,24 - 35,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),24 - 35,AGEMO,AGEMO2435
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,15.4,15.4,,,14.5,16.3,5760,,36 - 47,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),36 - 47,AGEMO,AGEMO3647
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,17.1,17.1,,,15.9,18.3,3700,,48 - 59,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),48 - 59,AGEMO,AGEMO4859
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.1,14.1,,,13.5,14.7,13556,,,,Non-Hispanic White,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,13.7,13.7,,,11.9,15.4,1485,,,,Non-Hispanic Black,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.4,16.4,,,13.2,19.6,513,,,,Hispanic,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,19.7,19.7,,,9.8,29.5,66,,,,American Indian/Alaska Native,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,11.8,11.8,,,5.7,17.9,110,,,,Asian/Pacific Islander,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.8,14.8,,,13.9,15.7,5937,,24 - 35,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),24 - 35,AGEMO,AGEMO2435
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,17.0,17.0,,,16.0,18.0,5363,,36 - 47,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),36 - 47,AGEMO,AGEMO3647
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,18.4,18.4,,,17.1,19.7,3602,,48 - 59,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Age (months),48 - 59,AGEMO,AGEMO4859
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.4,16.4,,,15.6,17.3,7612,,,Male,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Gender,Male,GEN,MALE
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.5,16.5,,,15.6,17.3,7290,,,Female,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Gender,Female,GEN,FEMALE
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.4,16.4,,,15.8,17.0,14902,Total,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Total,Total,OVR,OVERALL
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,9.0,9.0,,,1.9,16.0,67,,,,American Indian/Alaska Native,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,13.4,13.4,,,7.0,19.8,112,,,,Asian/Pacific Islander,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,WV,West Virginia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.3,16.3,,,15.7,17.0,12711,,,,Non-Hispanic White,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q041,VALUE,54,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
